CUPS,	Fecha,	Hora ,Consumo_kWh	,Metodo_obtencion
	ES0021000015665376YG,05/05/2020, 6,0.238,R
	ES0021000015665376YG,05/05/2020, 7,0.276,R
	ES0021000015665376YG,05/05/2020, 8,0.283,R
	ES0021000015665376YG,05/05/2020, 9,0.28,R
	ES0021000015665376YG,05/05/2020, 10,0.273,R
	ES0021000015665376YG,05/05/2020, 11,0.61,R
	ES0021000015665376YG,05/05/2020, 12,0.472,R
	ES0021000015665376YG,05/05/2020, 13,0.526,R
	ES0021000015665376YG,05/05/2020, 14,0.463,R
	ES0021000015665376YG,05/05/2020, 15,0.343,R
	ES0021000015665376YG,05/05/2020, 16,0.399,R
	ES0021000015665376YG,05/05/2020, 17,0.407,R
	ES0021000015665376YG,05/05/2020, 18,0.501,R
	ES0021000015665376YG,05/05/2020, 19,0.662,R
	ES0021000015665376YG,05/05/2020, 20,0.367,R
	ES0021000015665376YG,05/05/2020, 21,0.423,R
	ES0021000015665376YG,05/05/2020, 22,0.478,R
	ES0021000015665376YG,05/05/2020, 23,0.48,R
	ES0021000015665376YG,05/05/2020, 24,0.589,R
	ES0021000015665376YG,06/05/2020, 1,0.506,R
	ES0021000015665376YG,06/05/2020, 2,0.303,R
	ES0021000015665376YG,06/05/2020, 3,0.254,R
	ES0021000015665376YG,06/05/2020, 4,0.275,R
	ES0021000015665376YG,06/05/2020, 5,0.257,R
	ES0021000015665376YG,06/05/2020, 6,0.274,R
	ES0021000015665376YG,06/05/2020, 7,0.245,R
	ES0021000015665376YG,06/05/2020, 8,0.255,R
	ES0021000015665376YG,06/05/2020, 9,0.294,R
	ES0021000015665376YG,06/05/2020, 10,0.419,R
	ES0021000015665376YG,06/05/2020, 11,0.54,R
	ES0021000015665376YG,06/05/2020, 12,0.504,R
	ES0021000015665376YG,06/05/2020, 13,0.479,R
	ES0021000015665376YG,06/05/2020, 14,0.513,R
	ES0021000015665376YG,06/05/2020, 15,0.553,R
	ES0021000015665376YG,06/05/2020, 16,0.545,R
	ES0021000015665376YG,06/05/2020, 17,0.944,R
	ES0021000015665376YG,06/05/2020, 18,1.05,R
	ES0021000015665376YG,06/05/2020, 19,0.663,R
	ES0021000015665376YG,06/05/2020, 20,0.505,R
	ES0021000015665376YG,06/05/2020, 21,0.489,R
	ES0021000015665376YG,06/05/2020, 22,0.549,R
	ES0021000015665376YG,06/05/2020, 23,0.629,R
	ES0021000015665376YG,06/05/2020, 24,0.375,R
	ES0021000015665376YG,07/05/2020, 1,0.474,R
	ES0021000015665376YG,07/05/2020, 2,0.395,R
	ES0021000015665376YG,07/05/2020, 3,0.337,R
	ES0021000015665376YG,07/05/2020, 4,0.247,R
	ES0021000015665376YG,07/05/2020, 5,0.231,R
	ES0021000015665376YG,07/05/2020, 6,0.279,R
	ES0021000015665376YG,07/05/2020, 7,0.244,R
	ES0021000015665376YG,07/05/2020, 8,0.251,R
	ES0021000015665376YG,07/05/2020, 9,0.302,R
	ES0021000015665376YG,07/05/2020, 10,0.387,R
	ES0021000015665376YG,07/05/2020, 11,0.376,R
	ES0021000015665376YG,07/05/2020, 12,0.452,R
	ES0021000015665376YG,07/05/2020, 13,0.603,R
	ES0021000015665376YG,07/05/2020, 14,0.526,R
	ES0021000015665376YG,07/05/2020, 15,0.576,R
	ES0021000015665376YG,07/05/2020, 16,0.501,R
	ES0021000015665376YG,07/05/2020, 17,0.508,R
	ES0021000015665376YG,07/05/2020, 18,0.47,R
	ES0021000015665376YG,07/05/2020, 19,0.816,R
	ES0021000015665376YG,07/05/2020, 20,0.473,R
	ES0021000015665376YG,07/05/2020, 21,0.483,R
	ES0021000015665376YG,07/05/2020, 22,0.539,R
	ES0021000015665376YG,07/05/2020, 23,0.316,R
	ES0021000015665376YG,07/05/2020, 24,0.53,R
	ES0021000015665376YG,08/05/2020, 1,0.439,R
	ES0021000015665376YG,08/05/2020, 2,0.353,R
	ES0021000015665376YG,08/05/2020, 3,0.249,R
	ES0021000015665376YG,08/05/2020, 4,0.263,R
	ES0021000015665376YG,08/05/2020, 5,0.244,R
	ES0021000015665376YG,08/05/2020, 6,0.261,R
	ES0021000015665376YG,08/05/2020, 7,0.264,R
	ES0021000015665376YG,08/05/2020, 8,0.245,R
	ES0021000015665376YG,08/05/2020, 9,0.31,R
	ES0021000015665376YG,08/05/2020, 10,0.353,R
	ES0021000015665376YG,08/05/2020, 11,0.961,R
	ES0021000015665376YG,08/05/2020, 12,0.665,R
	ES0021000015665376YG,08/05/2020, 13,0.5,R
	ES0021000015665376YG,08/05/2020, 14,0.504,R
	ES0021000015665376YG,08/05/2020, 15,0.549,R
	ES0021000015665376YG,08/05/2020, 16,0.564,R
	ES0021000015665376YG,08/05/2020, 17,0.564,R
	ES0021000015665376YG,08/05/2020, 18,0.554,R
	ES0021000015665376YG,08/05/2020, 19,0.612,R
	ES0021000015665376YG,08/05/2020, 20,0.541,R
	ES0021000015665376YG,08/05/2020, 21,0.473,R
	ES0021000015665376YG,08/05/2020, 22,0.5,R
	ES0021000015665376YG,08/05/2020, 23,0.4,R
	ES0021000015665376YG,08/05/2020, 24,0.54,R
	ES0021000015665376YG,09/05/2020, 1,0.492,R
	ES0021000015665376YG,09/05/2020, 2,0.318,R
	ES0021000015665376YG,09/05/2020, 3,0.291,R
	ES0021000015665376YG,09/05/2020, 4,0.262,R
	ES0021000015665376YG,09/05/2020, 5,0.257,R
	ES0021000015665376YG,09/05/2020, 6,0.264,R
	ES0021000015665376YG,09/05/2020, 7,0.239,R
	ES0021000015665376YG,09/05/2020, 8,0.284,R
	ES0021000015665376YG,09/05/2020, 9,0.265,R
	ES0021000015665376YG,09/05/2020, 10,0.381,R
	ES0021000015665376YG,09/05/2020, 11,0.701,R
	ES0021000015665376YG,09/05/2020, 12,0.633,R
	ES0021000015665376YG,09/05/2020, 13,0.45,R
	ES0021000015665376YG,09/05/2020, 14,0.453,R
	ES0021000015665376YG,09/05/2020, 15,0.745,R
	ES0021000015665376YG,09/05/2020, 16,0.478,R
	ES0021000015665376YG,09/05/2020, 17,0.878,R
	ES0021000015665376YG,09/05/2020, 18,1.289,R
	ES0021000015665376YG,09/05/2020, 19,0.572,R
	ES0021000015665376YG,09/05/2020, 20,0.386,R
	ES0021000015665376YG,09/05/2020, 21,0.388,R
	ES0021000015665376YG,09/05/2020, 22,0.453,R
	ES0021000015665376YG,09/05/2020, 23,0.447,R
	ES0021000015665376YG,09/05/2020, 24,0.491,R
	ES0021000015665376YG,10/05/2020, 1,0.432,R
	ES0021000015665376YG,10/05/2020, 2,0.437,R
	ES0021000015665376YG,10/05/2020, 3,0.287,R
	ES0021000015665376YG,10/05/2020, 4,0.267,R
	ES0021000015665376YG,10/05/2020, 5,0.242,R
	ES0021000015665376YG,10/05/2020, 6,0.276,R
	ES0021000015665376YG,10/05/2020, 7,0.292,R
	ES0021000015665376YG,10/05/2020, 8,0.266,R
	ES0021000015665376YG,10/05/2020, 9,0.257,R
	ES0021000015665376YG,10/05/2020, 10,0.308,R
	ES0021000015665376YG,10/05/2020, 11,0.406,R
	ES0021000015665376YG,10/05/2020, 12,0.482,R
	ES0021000015665376YG,10/05/2020, 13,0.556,R
	ES0021000015665376YG,10/05/2020, 14,0.405,R
	ES0021000015665376YG,10/05/2020, 15,0.379,R
	ES0021000015665376YG,10/05/2020, 16,0.499,R
	ES0021000015665376YG,10/05/2020, 17,0.403,R
	ES0021000015665376YG,10/05/2020, 18,0.503,R
	ES0021000015665376YG,10/05/2020, 19,0.614,R
	ES0021000015665376YG,10/05/2020, 20,0.424,R
	ES0021000015665376YG,10/05/2020, 21,0.539,R
	ES0021000015665376YG,10/05/2020, 22,0.513,R
	ES0021000015665376YG,10/05/2020, 23,0.467,R
	ES0021000015665376YG,10/05/2020, 24,0.527,R
	ES0021000015665376YG,11/05/2020, 1,0.421,R
	ES0021000015665376YG,11/05/2020, 2,0.34,R
	ES0021000015665376YG,11/05/2020, 3,0.323,R
	ES0021000015665376YG,11/05/2020, 4,0.267,R
	ES0021000015665376YG,11/05/2020, 5,0.258,R
	ES0021000015665376YG,11/05/2020, 6,0.276,R
	ES0021000015665376YG,11/05/2020, 7,0.247,R
	ES0021000015665376YG,11/05/2020, 8,0.241,R
	ES0021000015665376YG,11/05/2020, 9,0.28,R
	ES0021000015665376YG,11/05/2020, 10,0.363,R
	ES0021000015665376YG,11/05/2020, 11,0.465,R
	ES0021000015665376YG,11/05/2020, 12,0.527,R
	ES0021000015665376YG,11/05/2020, 13,0.54,R
	ES0021000015665376YG,11/05/2020, 14,0.541,R
	ES0021000015665376YG,11/05/2020, 15,0.485,R
	ES0021000015665376YG,11/05/2020, 16,0.499,R
	ES0021000015665376YG,11/05/2020, 17,0.425,R
	ES0021000015665376YG,11/05/2020, 18,0.485,R
	ES0021000015665376YG,11/05/2020, 19,0.492,R
	ES0021000015665376YG,11/05/2020, 20,0.612,R
	ES0021000015665376YG,11/05/2020, 21,0.503,R
	ES0021000015665376YG,11/05/2020, 22,1.601,R
	ES0021000015665376YG,11/05/2020, 23,0.4,R
	ES0021000015665376YG,11/05/2020, 24,0.391,R
	ES0021000015665376YG,12/05/2020, 1,0.445,R
	ES0021000015665376YG,12/05/2020, 2,0.391,R
	ES0021000015665376YG,12/05/2020, 3,0.3,R
	ES0021000015665376YG,12/05/2020, 4,0.272,R
	ES0021000015665376YG,12/05/2020, 5,0.251,R
	ES0021000015665376YG,12/05/2020, 6,0.241,R
	ES0021000015665376YG,12/05/2020, 7,0.244,R
	ES0021000015665376YG,12/05/2020, 8,0.243,R
	ES0021000015665376YG,12/05/2020, 9,0.332,R
	ES0021000015665376YG,12/05/2020, 10,0.409,R
	ES0021000015665376YG,12/05/2020, 11,0.494,R
	ES0021000015665376YG,12/05/2020, 12,0.957,R
	ES0021000015665376YG,12/05/2020, 13,0.544,R
	ES0021000015665376YG,12/05/2020, 14,0.456,R
	ES0021000015665376YG,12/05/2020, 15,0.673,R
	ES0021000015665376YG,12/05/2020, 16,0.64,R
	ES0021000015665376YG,12/05/2020, 17,0.543,R
	ES0021000015665376YG,12/05/2020, 18,0.545,R
	ES0021000015665376YG,12/05/2020, 19,0.494,R
	ES0021000015665376YG,12/05/2020, 20,0.449,R
	ES0021000015665376YG,12/05/2020, 21,0.532,R
	ES0021000015665376YG,12/05/2020, 22,0.51,R
	ES0021000015665376YG,12/05/2020, 23,0.417,R
	ES0021000015665376YG,12/05/2020, 24,0.993,R
	ES0021000015665376YG,13/05/2020, 1,0.938,R
	ES0021000015665376YG,13/05/2020, 2,0.33,R
	ES0021000015665376YG,13/05/2020, 3,0.255,R
	ES0021000015665376YG,13/05/2020, 4,0.262,R
	ES0021000015665376YG,13/05/2020, 5,0.235,R
	ES0021000015665376YG,13/05/2020, 6,0.254,R
	ES0021000015665376YG,13/05/2020, 7,0.253,R
	ES0021000015665376YG,13/05/2020, 8,0.246,R
	ES0021000015665376YG,13/05/2020, 9,0.312,R
	ES0021000015665376YG,13/05/2020, 10,0.596,R
	ES0021000015665376YG,13/05/2020, 11,0.471,R
	ES0021000015665376YG,13/05/2020, 12,0.47,R
	ES0021000015665376YG,13/05/2020, 13,0.496,R
	ES0021000015665376YG,13/05/2020, 14,0.459,R
	ES0021000015665376YG,13/05/2020, 15,0.456,R
	ES0021000015665376YG,13/05/2020, 16,0.522,R
	ES0021000015665376YG,13/05/2020, 17,0.548,R
	ES0021000015665376YG,13/05/2020, 18,0.612,R
	ES0021000015665376YG,13/05/2020, 19,0.485,R
	ES0021000015665376YG,13/05/2020, 20,0.491,R
	ES0021000015665376YG,13/05/2020, 21,0.493,R
	ES0021000015665376YG,13/05/2020, 22,0.511,R
	ES0021000015665376YG,13/05/2020, 23,0.447,R
	ES0021000015665376YG,13/05/2020, 24,0.484,R
	ES0021000015665376YG,14/05/2020, 1,0.283,R
	ES0021000015665376YG,14/05/2020, 2,0.261,R
	ES0021000015665376YG,14/05/2020, 3,0.247,R
	ES0021000015665376YG,14/05/2020, 4,0.252,R
	ES0021000015665376YG,14/05/2020, 5,0.257,R
	ES0021000015665376YG,14/05/2020, 6,0.23,R
	ES0021000015665376YG,14/05/2020, 7,0.309,R
	ES0021000015665376YG,14/05/2020, 8,0.308,R
	ES0021000015665376YG,14/05/2020, 9,0.251,R
	ES0021000015665376YG,14/05/2020, 10,0.395,R
	ES0021000015665376YG,14/05/2020, 11,0.446,R
	ES0021000015665376YG,14/05/2020, 12,0.564,R
	ES0021000015665376YG,14/05/2020, 13,0.919,R
	ES0021000015665376YG,14/05/2020, 14,0.487,R
	ES0021000015665376YG,14/05/2020, 15,0.428,R
	ES0021000015665376YG,14/05/2020, 16,0.504,R
	ES0021000015665376YG,14/05/2020, 17,0.448,R
	ES0021000015665376YG,14/05/2020, 18,0.643,R
	ES0021000015665376YG,14/05/2020, 19,0.654,R
	ES0021000015665376YG,14/05/2020, 20,0.57,R
	ES0021000015665376YG,14/05/2020, 21,0.563,R
	ES0021000015665376YG,14/05/2020, 22,0.721,R
	ES0021000015665376YG,14/05/2020, 23,0.515,R
	ES0021000015665376YG,14/05/2020, 24,0.492,R
	ES0021000015665376YG,15/05/2020, 1,0.354,R
	ES0021000015665376YG,15/05/2020, 2,0.366,R
	ES0021000015665376YG,15/05/2020, 3,0.261,R
	ES0021000015665376YG,15/05/2020, 4,0.244,R
	ES0021000015665376YG,15/05/2020, 5,0.224,R
	ES0021000015665376YG,15/05/2020, 6,0.257,R
	ES0021000015665376YG,15/05/2020, 7,0.254,R
	ES0021000015665376YG,15/05/2020, 8,0.238,R
	ES0021000015665376YG,15/05/2020, 9,0.303,R
	ES0021000015665376YG,15/05/2020, 10,0.465,R
	ES0021000015665376YG,15/05/2020, 11,0.528,R
	ES0021000015665376YG,15/05/2020, 12,0.55,R
	ES0021000015665376YG,15/05/2020, 13,0.553,R
	ES0021000015665376YG,15/05/2020, 14,0.489,R
	ES0021000015665376YG,15/05/2020, 15,0.545,R
	ES0021000015665376YG,15/05/2020, 16,0.522,R
	ES0021000015665376YG,15/05/2020, 17,0.475,R
	ES0021000015665376YG,15/05/2020, 18,0.532,R
	ES0021000015665376YG,15/05/2020, 19,0.622,R
	ES0021000015665376YG,15/05/2020, 20,0.556,R
	ES0021000015665376YG,15/05/2020, 21,0.561,R
	ES0021000015665376YG,15/05/2020, 22,0.778,R
	ES0021000015665376YG,15/05/2020, 23,0.712,R
	ES0021000015665376YG,15/05/2020, 24,1.159,R
	ES0021000015665376YG,16/05/2020, 1,0.376,R
	ES0021000015665376YG,16/05/2020, 2,0.308,R
	ES0021000015665376YG,16/05/2020, 3,0.259,R
	ES0021000015665376YG,16/05/2020, 4,0.246,R
	ES0021000015665376YG,16/05/2020, 5,0.263,R
	ES0021000015665376YG,16/05/2020, 6,0.242,R
	ES0021000015665376YG,16/05/2020, 7,0.25,R
	ES0021000015665376YG,16/05/2020, 8,0.261,R
	ES0021000015665376YG,16/05/2020, 9,0.4,R
	ES0021000015665376YG,16/05/2020, 10,0.415,R
	ES0021000015665376YG,16/05/2020, 11,0.489,R
	ES0021000015665376YG,16/05/2020, 12,0.569,R
	ES0021000015665376YG,16/05/2020, 13,0.424,R
	ES0021000015665376YG,16/05/2020, 14,0.388,R
	ES0021000015665376YG,16/05/2020, 15,0.337,R
	ES0021000015665376YG,16/05/2020, 16,0.356,R
	ES0021000015665376YG,16/05/2020, 17,0.651,R
	ES0021000015665376YG,16/05/2020, 18,0.461,R
	ES0021000015665376YG,16/05/2020, 19,0.449,R
	ES0021000015665376YG,16/05/2020, 20,0.353,R
	ES0021000015665376YG,16/05/2020, 21,0.402,R
	ES0021000015665376YG,16/05/2020, 22,0.49,R
	ES0021000015665376YG,16/05/2020, 23,0.449,R
	ES0021000015665376YG,16/05/2020, 24,0.494,R
	ES0021000015665376YG,17/05/2020, 1,0.497,R
	ES0021000015665376YG,17/05/2020, 2,0.34,R
	ES0021000015665376YG,17/05/2020, 3,0.278,R
	ES0021000015665376YG,17/05/2020, 4,0.244,R
	ES0021000015665376YG,17/05/2020, 5,0.295,R
	ES0021000015665376YG,17/05/2020, 6,0.236,R
	ES0021000015665376YG,17/05/2020, 7,0.257,R
	ES0021000015665376YG,17/05/2020, 8,0.248,R
	ES0021000015665376YG,17/05/2020, 9,0.25,R
	ES0021000015665376YG,17/05/2020, 10,0.252,R
	ES0021000015665376YG,17/05/2020, 11,0.827,R
	ES0021000015665376YG,17/05/2020, 12,0.385,R
	ES0021000015665376YG,17/05/2020, 13,0.594,R
	ES0021000015665376YG,17/05/2020, 14,0.436,R
	ES0021000015665376YG,17/05/2020, 15,0.504,R
	ES0021000015665376YG,17/05/2020, 16,0.377,R
	ES0021000015665376YG,17/05/2020, 17,0.411,R
	ES0021000015665376YG,17/05/2020, 18,0.594,R
	ES0021000015665376YG,17/05/2020, 19,0.552,R
	ES0021000015665376YG,17/05/2020, 20,0.348,R
	ES0021000015665376YG,17/05/2020, 21,0.705,R
	ES0021000015665376YG,17/05/2020, 22,0.726,R
	ES0021000015665376YG,17/05/2020, 23,0.325,R
	ES0021000015665376YG,17/05/2020, 24,0.456,R
	ES0021000015665376YG,18/05/2020, 1,0.516,R
	ES0021000015665376YG,18/05/2020, 2,0.489,R
	ES0021000015665376YG,18/05/2020, 3,0.286,R
	ES0021000015665376YG,18/05/2020, 4,0.247,R
	ES0021000015665376YG,18/05/2020, 5,0.254,R
	ES0021000015665376YG,18/05/2020, 6,0.255,R
	ES0021000015665376YG,18/05/2020, 7,0.236,R
	ES0021000015665376YG,18/05/2020, 8,0.238,R
	ES0021000015665376YG,18/05/2020, 9,0.257,R
	ES0021000015665376YG,18/05/2020, 10,0.319,R
	ES0021000015665376YG,18/05/2020, 11,0.455,R
	ES0021000015665376YG,18/05/2020, 12,0.472,R
	ES0021000015665376YG,18/05/2020, 13,0.563,R
	ES0021000015665376YG,18/05/2020, 14,0.521,R
	ES0021000015665376YG,18/05/2020, 15,0.538,R
	ES0021000015665376YG,18/05/2020, 16,0.53,R
	ES0021000015665376YG,18/05/2020, 17,0.601,R
	ES0021000015665376YG,18/05/2020, 18,0.589,R
	ES0021000015665376YG,18/05/2020, 19,0.516,R
	ES0021000015665376YG,18/05/2020, 20,0.683,R
	ES0021000015665376YG,18/05/2020, 21,0.364,R
	ES0021000015665376YG,18/05/2020, 22,0.431,R
	ES0021000015665376YG,18/05/2020, 23,0.836,R
	ES0021000015665376YG,18/05/2020, 24,1.081,R
	ES0021000015665376YG,19/05/2020, 1,0.328,R
	ES0021000015665376YG,19/05/2020, 2,0.283,R
	ES0021000015665376YG,19/05/2020, 3,0.278,R
	ES0021000015665376YG,19/05/2020, 4,0.275,R
	ES0021000015665376YG,19/05/2020, 5,0.257,R
	ES0021000015665376YG,19/05/2020, 6,0.241,R
	ES0021000015665376YG,19/05/2020, 7,0.32,R
	ES0021000015665376YG,19/05/2020, 8,0.326,R
	ES0021000015665376YG,19/05/2020, 9,0.252,R
	ES0021000015665376YG,19/05/2020, 10,0.232,R
	ES0021000015665376YG,19/05/2020, 11,0.585,R
	ES0021000015665376YG,19/05/2020, 12,0.53,R
	ES0021000015665376YG,19/05/2020, 13,0.517,R
	ES0021000015665376YG,19/05/2020, 14,0.458,R
	ES0021000015665376YG,19/05/2020, 15,0.492,R
	ES0021000015665376YG,19/05/2020, 16,0.516,R
	ES0021000015665376YG,19/05/2020, 17,0.506,R
	ES0021000015665376YG,19/05/2020, 18,0.553,R
	ES0021000015665376YG,19/05/2020, 19,0.541,R
	ES0021000015665376YG,19/05/2020, 20,0.411,R
	ES0021000015665376YG,19/05/2020, 21,0.459,R
	ES0021000015665376YG,19/05/2020, 22,0.825,R
	ES0021000015665376YG,19/05/2020, 23,0.39,R
	ES0021000015665376YG,19/05/2020, 24,0.462,R
	ES0021000015665376YG,20/05/2020, 1,0.317,R
	ES0021000015665376YG,20/05/2020, 2,0.273,R
	ES0021000015665376YG,20/05/2020, 3,0.249,R
	ES0021000015665376YG,20/05/2020, 4,0.242,R
	ES0021000015665376YG,20/05/2020, 5,0.266,R
	ES0021000015665376YG,20/05/2020, 6,0.238,R
	ES0021000015665376YG,20/05/2020, 7,0.233,R
	ES0021000015665376YG,20/05/2020, 8,0.261,R
	ES0021000015665376YG,20/05/2020, 9,0.378,R
	ES0021000015665376YG,20/05/2020, 10,0.48,R
	ES0021000015665376YG,20/05/2020, 11,0.56,R
	ES0021000015665376YG,20/05/2020, 12,0.603,R
	ES0021000015665376YG,20/05/2020, 13,0.48,R
	ES0021000015665376YG,20/05/2020, 14,0.529,R
	ES0021000015665376YG,20/05/2020, 15,0.516,R
	ES0021000015665376YG,20/05/2020, 16,0.522,R
	ES0021000015665376YG,20/05/2020, 17,0.456,R
	ES0021000015665376YG,20/05/2020, 18,0.6,R
	ES0021000015665376YG,20/05/2020, 19,0.501,R
	ES0021000015665376YG,20/05/2020, 20,0.374,R
	ES0021000015665376YG,20/05/2020, 21,0.431,R
	ES0021000015665376YG,20/05/2020, 22,0.839,R
	ES0021000015665376YG,20/05/2020, 23,0.411,R
	ES0021000015665376YG,20/05/2020, 24,0.411,R
	ES0021000015665376YG,21/05/2020, 1,0.322,R
	ES0021000015665376YG,21/05/2020, 2,0.274,R
	ES0021000015665376YG,21/05/2020, 3,0.262,R
	ES0021000015665376YG,21/05/2020, 4,0.266,R
	ES0021000015665376YG,21/05/2020, 5,0.25,R
	ES0021000015665376YG,21/05/2020, 6,0.245,R
	ES0021000015665376YG,21/05/2020, 7,0.256,R
	ES0021000015665376YG,21/05/2020, 8,0.253,R
	ES0021000015665376YG,21/05/2020, 9,0.327,R
	ES0021000015665376YG,21/05/2020, 10,0.476,R
	ES0021000015665376YG,21/05/2020, 11,0.429,R
	ES0021000015665376YG,21/05/2020, 12,0.436,R
	ES0021000015665376YG,21/05/2020, 13,0.404,R
	ES0021000015665376YG,21/05/2020, 14,0.425,R
	ES0021000015665376YG,21/05/2020, 15,0.433,R
	ES0021000015665376YG,21/05/2020, 16,0.446,R
	ES0021000015665376YG,21/05/2020, 17,0.503,R
	ES0021000015665376YG,21/05/2020, 18,0.455,R
